Scientific Name	Common Name	Synomyns	Contents	Summary	Collector(s)	Collection Date	Serial Structure	Type of Section	Magnification	Note	Comments on Plant	Origin of Plant	Country	Kingdom	Phylum/Division	Class	Order	Family	Genus	Specific Epithet	Authority	Accession Number	Slide Serial	Publisher	Repository	Collection	Subject	Type	Format	Genre	Physical Description	Copyright	Object ID	Digital ID	Microscope	Digital Camera	Software	Date Created	Source File	File Size	Width	Height	Checksum	Color Space	Bit Depth	Resolution	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
D-2 Flower (l) 4x image 2						5/22/1919	Flower	l	4x	part 2 of same section	7775-B, Herb. Bur. Pl. Ind., Wash., D.C.	Specimen taken from large orange house USDA, Washington DC						Rutaceae	Microcitrus	australasica		Tillson 310	D-2	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson310	bio00010181770002	Olympus BX60	Olympus DB71	Olympus DPController		bio00010181770002001.tif	37604372 Bytes	4080	3072	3767368524	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-07-01	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2383	2383	2384.jp2	/swingle/image/2384.jp2
D-2 Flower (l) 4x image 3						5/22/1919	Flower	l	4x	part 3 of same section	7775-B, Herb. Bur. Pl. Ind., Wash., D.C.	Specimen taken from large orange house USDA, Washington DC						Rutaceae	Microcitrus	australasica		Tillson 310	D-2	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson310	bio00010181770003	Olympus BX60	Olympus DB71	Olympus DPController		bio00010181770003001.tif	28648308 Bytes	3228	2958	678995894	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-07-01	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2384	2384	2385.jp2	/swingle/image/2385.jp2
Microcitrus australasica  (Tillson 310)			flower (l); flower bud (x);	Digitized images of microscopic slices of Microcitrus australasica  (Tillson 310) plant structures that were stained and permanently mounted to a glass slide.		5/22/1919					7775-B, Herb. Bur. Pl. Ind., Wash., D.C.	Specimen taken from large orange house USDA, Washington DC	United States				Sapindales	Rutaceae	Microcitrus	australasica		Tillson 310		University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs		http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson310															2009-07-14	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2385	2385	2386.cpd	/swingle/image/2386.cpd
B-3 Node (l) 10x image 1					Venning, F.D.; Ledon, Leandro Ramos	Sept. 19, 1952	Node	l	10x	"Urticating" string hair	Stem tip.  FAA.	St. de las Vegas, Cuba						Urticaceae	Boehmeria	nivea		R18	B-3	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	R18	bio00010007680001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010007680001001.tif	26655764 Bytes	2892	3072	2179858402	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2386	2386	2387.jp2	/swingle/image/2387.jp2
B-3 Node (l) 10x image 2					Venning, F.D.; Ledon, Leandro Ramos	Sept. 19, 1952	Node	l	10x	cluster of flower buds	Stem tip.  FAA.	St. de las Vegas, Cuba						Urticaceae	Boehmeria	nivea		R18	B-3	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	R18	bio00010007680002	Olympus BX60	Olympus DB71	Olympus DPController		bio00010007680002001.tif	37604372 Bytes	4080	3072	2310845860	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2387	2387	2388.jp2	/swingle/image/2388.jp2
B-3 Node (l) 4x image 3					Venning, F.D.; Ledon, Leandro Ramos	Sept. 19, 1952	Node	l	4x		Stem tip.  FAA.	St. de las Vegas, Cuba						Urticaceae	Boehmeria	nivea		R18	B-3	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	R18	bio00010007680003	Olympus BX60	Olympus DB71	Olympus DPController		bio00010007680003001.tif	37604372 Bytes	4080	3072	2607700476	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2388	2388	2389.jp2	/swingle/image/2389.jp2
Boehmeria nivea  (R18)	ramie; China grass		node (l);	Digitized images of microscopic slices of Boehmeria nivea  (R18) plant structures that were stained and permanently mounted to a glass slide.	Venning, F.D.; Ledon, Leandro Ramos	Sept. 19, 1952					Stem tip.  FAA.	St. de las Vegas, Cuba	Cuba				Rosales	Urticaceae	Boehmeria	nivea		R18		University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs		http://merrick.library.miami.edu/digitalprojects/copyright.html	R18															2009-07-17	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2389	2389	2390.cpd	/swingle/image/2390.cpd
A-3 Flower bud (x) 4x image 1					Boorman, J.L.	Jan., 1914	Flower bud	x	4x		USNH No. 915218	Byron Bay, New South Wales, Australia						Rutaceae	Halfordia	drupifera		Tillson 659	A-3	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson659	bio00010204860001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010204860001001.tif	37604372 Bytes	4080	3072	3645496501	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-07-01	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2390	2390	2391.jp2	/swingle/image/2391.jp2
A-4 Flower bud (x) 4x image 1					Boorman, J.L.	Jan., 1914	Flower bud	x	4x		USNH No. 915218	Byron Bay, New South Wales, Australia						Rutaceae	Halfordia	drupifera		Tillson 659	A-4	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson659	bio00010204870001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010204870001001.tif	37604372 Bytes	4080	3072	3772857547	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-07-01	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2391	2391	2392.jp2	/swingle/image/2392.jp2
C-2 Flower bud (l) 4x image 1					Boorman, J.L.	Jan., 1914	Flower bud	l	4x		USNH No. 915218	Byron Bay, New South Wales, Australia						Rutaceae	Halfordia	drupifera		Tillson 659	C-2	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson659	bio00010204910001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010204910001001.tif	29473484 Bytes	3204	3066	165662771	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-07-01	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2392	2392	2393.jp2	/swingle/image/2393.jp2
Halfordia drupifera  (Tillson 659)			flower bud (x); flower bud (l);	Digitized images of microscopic slices of Halfordia drupifera  (Tillson 659) plant structures that were stained and permanently mounted to a glass slide.	Boorman, J.L.	Jan., 1914					USNH No. 915218	Byron Bay, New South Wales, Australia	Australia				Sapindales	Rutaceae	Halfordia	drupifera		Tillson 659		University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs		http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson659															2009-07-14	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2393	2393	2394.cpd	/swingle/image/2394.cpd
A-7 Flower bud (x)  image 1					Balansa, M.	Received 7/12/1886	Flower bud	x	not recorded		One small flower bud. Herb. Mus. Paris.  Received July 12, 1886.  A. Guillamin.	Tonkin (Vietnam)						Rutaceae	Murraya	alata	Drake	SV213	A-7	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV213	bio00010027500001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010027500001001.tif	24152676 Bytes	2772	2904	3019609366	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2399	2399	2400.jp2	/swingle/image/2400.jp2
A-7 Flower bud (x)  image 2					Balansa, M.	Received 7/12/1886	Flower bud	x	not recorded		One small flower bud. Herb. Mus. Paris.  Received July 12, 1886.  A. Guillamin.	Tonkin (Vietnam)						Rutaceae	Murraya	alata	Drake	SV213	A-7	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV213	bio00010027500002	Olympus BX60	Olympus DB71	Olympus DPController		bio00010027500002001.tif	25450052 Bytes	2772	3060	1367654418	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2400	2400	2401.jp2	/swingle/image/2401.jp2
A-10 Flower bud (x) 4x image 1					Balansa, M.	Received 7/12/1886	Flower bud	x	4x		One small flower bud. Herb. Mus. Paris.  Received July 12, 1886.  A. Guillamin.	Tonkin (Vietnam)						Rutaceae	Murraya	alata	Drake	SV213	A-10	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV213	bio00010027530001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010027530001001.tif	24443924 Bytes	2652	3072	2101562813	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2401	2401	2402.jp2	/swingle/image/2402.jp2
Murraya alata Drake (SV213)			flower bud (x);	Digitized images of microscopic slices of Murraya alata Drake (SV213) plant structures that were stained and permanently mounted to a glass slide.	Balansa, M.	Received 7/12/1886					One small flower bud. Herb. Mus. Paris.  Received July 12, 1886.  A. Guillamin.	Tonkin (Vietnam)	Vietnam				Sapindales	Rutaceae	Murraya	alata	Drake	SV213		University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs		http://merrick.library.miami.edu/digitalprojects/copyright.html	SV213															2009-07-14	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2402	2402	2403.cpd	/swingle/image/2403.cpd
A-4 Flower bud (x) 4x image 1					Ramos, M.	June, 1912	Flower bud	x	4x	Section 1	Herb. Bur. Sci. Philippines No. 15059.  Nat'l. Herb. No. 714783.	San Antonio Laguna, Luzon, Philippines						Rutaceae	Murraya	crenulata	(Turcz.) Oliver	Tillson 159	A-4	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson159	bio00010168270001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010168270001001.tif	23954684 Bytes	2604	3066	1698236018	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2403	2403	2404.jp2	/swingle/image/2404.jp2
A-4 Flower bud (x) 4x image 2					Ramos, M.	June, 1912	Flower bud	x	4x	Section 2	Herb. Bur. Sci. Philippines No. 15059.  Nat'l. Herb. No. 714783.	San Antonio Laguna, Luzon, Philippines						Rutaceae	Murraya	crenulata	(Turcz.) Oliver	Tillson 159	A-4	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson159	bio00010168270002	Olympus BX60	Olympus DB71	Olympus DPController		bio00010168270002001.tif	23954684 Bytes	2604	3066	3473472984	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2404	2404	2405.jp2	/swingle/image/2405.jp2
A-4 Flower bud (x) 4x image 3					Ramos, M.	June, 1912	Flower bud	x	4x	Section 3	Herb. Bur. Sci. Philippines No. 15059.  Nat'l. Herb. No. 714783.	San Antonio Laguna, Luzon, Philippines						Rutaceae	Murraya	crenulata	(Turcz.) Oliver	Tillson 159	A-4	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson159	bio00010168270003	Olympus BX60	Olympus DB71	Olympus DPController		bio00010168270003001.tif	22689060 Bytes	2604	2904	3596531287	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2405	2405	2406.jp2	/swingle/image/2406.jp2
A-4 Flower bud (x) 4x image 4					Ramos, M.	June, 1912	Flower bud	x	4x	Section 4	Herb. Bur. Sci. Philippines No. 15059.  Nat'l. Herb. No. 714783.	San Antonio Laguna, Luzon, Philippines						Rutaceae	Murraya	crenulata	(Turcz.) Oliver	Tillson 159	A-4	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson159	bio00010168270004	Olympus BX60	Olympus DB71	Olympus DPController		bio00010168270004001.tif	21029268 Bytes	2496	2808	263517720	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2406	2406	2407.jp2	/swingle/image/2407.jp2
B-1 Flower bud (l) 4x image 1					Ramos, M.	June, 1912	Flower bud	l	4x	First slide of same section.	Herb. Bur. Sci. Philippines No. 15059.  Nat'l. Herb. No. 714783.	San Antonio Laguna, Luzon, Philippines						Rutaceae	Murraya	crenulata	(Turcz.) Oliver	Tillson 159	B-1	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson159	bio00010168300001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010168300001001.tif	25389572 Bytes	2760	3066	4013939017	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2407	2407	2408.jp2	/swingle/image/2408.jp2
B-1 Flower bud (l) 4x image 2					Ramos, M.	June, 1912	Flower bud	l	4x	Second slide of same section.	Herb. Bur. Sci. Philippines No. 15059.  Nat'l. Herb. No. 714783.	San Antonio Laguna, Luzon, Philippines						Rutaceae	Murraya	crenulata	(Turcz.) Oliver	Tillson 159	B-1	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson159	bio00010168300002	Olympus BX60	Olympus DB71	Olympus DPController		bio00010168300002001.tif	29252732 Bytes	3180	3066	2035320118	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2408	2408	2409.jp2	/swingle/image/2409.jp2
B-1 Flower bud (l) 4x image 3					Ramos, M.	June, 1912	Flower bud	l	4x	Third and last slide of same section.	Herb. Bur. Sci. Philippines No. 15059.  Nat'l. Herb. No. 714783.	San Antonio Laguna, Luzon, Philippines						Rutaceae	Murraya	crenulata	(Turcz.) Oliver	Tillson 159	B-1	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson159	bio00010168300003	Olympus BX60	Olympus DB71	Olympus DPController		bio00010168300003001.tif	23439060 Bytes	2604	3000	3769790198	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-01	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2409	2409	2410.jp2	/swingle/image/2410.jp2
